account_age_bucket,analytic_vertical,is_alpha_seller,order_payment_type,order_sales_channel,refund_mode,ret_amnt_bucket,return_action,return_amount,return_from_address_pincode,return_from_address_state,return_id,return_id_14_21days,return_id_7_14days,return_id_7days,return_id_last_day,return_reason,return_request_channel,seller_id,ratio_7days,ratio_7_14days,ratio_14_21days,ratio_21_28days,max_ratio,score
>700,,,,AndroidApp,,,wait_refund,14715.0,,,1.0,2.0,8.714285714285714,18.857142857142858,32,,SELF_SERVE,264cd9d53b974cd3,1.6115107913669064,3.294117647058824,10.666666666666666,16.0,16.0,42.617012272534915
>700,,,,AndroidApp,,,wait_refund,14715.0,,,1.0,2.0,8.857142857142858,19.428571428571427,32,,,264cd9d53b974cd3,1.5664335664335665,3.2463768115942027,10.666666666666666,16.0,16.0,42.40883753927232
>700,,0.0,,AndroidApp,,,wait_refund,14715.0,,,1.0,2.0,8.857142857142858,19.428571428571427,32,,,264cd9d53b974cd3,1.5664335664335665,3.2463768115942027,10.666666666666666,16.0,16.0,42.40883753927232
,,,,,,0-299,,11952.0,,,3.4,4.333333333333333,5.571428571428571,29.142857142857142,47,,SELF_SERVE,85566f0f34304762,1.5592417061611374,7.1521739130434785,8.8125,10.681818181818182,10.681818181818182,42.10302027330798
,,0.0,,,,0-299,,11952.0,,,3.4,4.333333333333333,5.571428571428571,29.142857142857142,47,,SELF_SERVE,85566f0f34304762,1.5592417061611374,7.1521739130434785,8.8125,10.681818181818182,10.681818181818182,42.10302027330798
,,0.0,COD,,,0-299,,9434.0,,,2.75,3.0,4.333333333333333,22.0,37,,SELF_SERVE,85566f0f34304762,1.608695652173913,6.9375,9.25,9.866666666666667,9.866666666666667,41.63840579710145
,,,COD,,,0-299,,9434.0,,,2.75,3.0,4.333333333333333,22.0,37,,SELF_SERVE,85566f0f34304762,1.608695652173913,6.9375,9.25,9.866666666666667,9.866666666666667,41.63840579710145
,,,,,,,refund_expect,37798.0,,Maharashtra,5.571428571428571,4.857142857142857,14.571428571428571,3.142857142857143,36,,SELF_SERVE,,8.689655172413794,2.311926605504587,6.146341463414634,5.478260869565218,8.689655172413794,41.04576420673082
,,0.0,,,,,,11952.0,,,3.4,4.428571428571429,6.0,29.285714285714285,47,,SELF_SERVE,85566f0f34304762,1.5518867924528303,6.714285714285714,8.657894736842104,10.681818181818182,10.681818181818182,40.976948696784845
,,,,,,,,11952.0,,,3.4,4.428571428571429,6.0,29.285714285714285,47,,SELF_SERVE,85566f0f34304762,1.5518867924528303,6.714285714285714,8.657894736842104,10.681818181818182,10.681818181818182,40.976948696784845
,,,COD,,,,,9434.0,,,2.75,3.1666666666666665,4.666666666666667,22.0,37,,SELF_SERVE,85566f0f34304762,1.608695652173913,6.529411764705882,8.88,9.866666666666667,9.866666666666667,40.26722932651322
,,0.0,COD,,,,,9434.0,,,2.75,3.1666666666666665,4.666666666666667,22.0,37,,SELF_SERVE,85566f0f34304762,1.608695652173913,6.529411764705882,8.88,9.866666666666667,9.866666666666667,40.26722932651322
,MensRaincoat,0.0,,,,299-750,wait_refund,18224.0,,,1.25,4.714285714285714,22.428571428571427,29.142857142857142,46,,,6n09xze479qe72te,1.5260663507109005,1.9634146341463417,8.049999999999999,20.444444444444443,20.444444444444443,40.261439589514374
,MensRaincoat,,,,,299-750,wait_refund,18224.0,,,1.25,4.714285714285714,22.428571428571427,29.142857142857142,46,,,6n09xze479qe72te,1.5260663507109005,1.9634146341463417,8.049999999999999,20.444444444444443,20.444444444444443,40.261439589514374
,MensRaincoat,,,,,299-750,,20451.0,,,1.25,6.428571428571429,26.714285714285715,36.285714285714285,51,,,6n09xze479qe72te,1.367816091954023,1.8402061855670102,6.865384615384615,22.666666666666668,22.666666666666668,40.064696190762675
,MensRaincoat,0.0,,,,299-750,,20451.0,,,1.25,6.428571428571429,26.714285714285715,36.285714285714285,51,,,6n09xze479qe72te,1.367816091954023,1.8402061855670102,6.865384615384615,22.666666666666668,22.666666666666668,40.064696190762675
,MensRaincoat,0.0,,,,,,26577.0,,Odisha,2.1666666666666665,4.428571428571429,11.428571428571429,24.571428571428573,47,,,,1.8379888268156424,3.781609195402299,8.657894736842104,14.842105263157896,14.842105263157896,39.98713782626476
,MensRaincoat,0.0,,AndroidApp,,299-750,,16219.0,,Odisha,1.6,2.2857142857142856,7.857142857142857,16.571428571428573,33,,,,1.8780487804878048,3.725806451612903,10.043478260869566,12.692307692307692,12.692307692307692,39.90425993805736
,MensRaincoat,0.0,,,,,,25721.0,,Odisha,2.1666666666666665,4.142857142857143,11.0,23.285714285714285,45,,SELF_SERVE,,1.8529411764705883,3.75,8.75,14.210526315789474,14.210526315789474,39.467879256965944
,MensRaincoat,0.0,COD,,,,,19818.0,,Odisha,2.0,2.857142857142857,8.142857142857142,15.428571428571429,36,,,,2.1913043478260867,3.9375,9.333333333333334,12.0,12.0,39.35326086956522
,MensRaincoat,0.0,,,,,wait_refund,23411.0,,Odisha,2.0,3.7142857142857144,10.571428571428571,21.857142857142858,42,,SELF_SERVE,,1.8375,3.6296296296296298,8.909090909090908,14.0,14.0,39.216645622895626
,MensRaincoat,0.0,,,,,wait_refund,23841.0,,Odisha,2.0,4.0,10.714285714285714,22.285714285714285,43,,,,1.8466257668711656,3.6707317073170733,8.6,14.333333333333334,14.333333333333334,39.191361165145395
,MensRaincoat,,COD,,,299-750,,15763.0,,Odisha,2.2,2.142857142857143,6.857142857142857,13.142857142857142,32,,,,2.2626262626262625,4.072727272727273,10.181818181818182,10.0,10.181818181818182,39.074747474747475
,MensRaincoat,,,AndroidApp,,299-750,,16885.0,,Odisha,1.8,2.4285714285714284,8.285714285714286,17.142857142857142,34,,,,1.874015748031496,3.6615384615384614,9.916666666666668,12.142857142857144,12.142857142857144,39.02597343601281
,,0.0,,,,,,14329.0,,,1.0,5.8,7.714285714285714,18.285714285714285,36,,,55a44c3f0fdf48e5,1.8666666666666667,4.131147540983606,5.294117647058823,18.0,18.0,38.87013821922211
,,,,,,,,14329.0,,,1.0,5.8,7.714285714285714,18.285714285714285,36,,,55a44c3f0fdf48e5,1.8666666666666667,4.131147540983606,5.294117647058823,18.0,18.0,38.87013821922211
,MensRaincoat,0.0,,,,299-750,wait_refund,17285.0,,Odisha,2.2,2.4285714285714284,8.857142857142858,18.714285714285715,36,,,,1.826086956521739,3.652173913043478,10.5,11.25,11.25,38.869565217391305
,MensRaincoat,,COD,,,,,22350.0,,Odisha,2.0,3.5714285714285716,9.428571428571429,16.857142857142858,39,,,,2.1839999999999997,3.73972602739726,8.53125,13.0,13.0,38.736327054794515
,MensRaincoat,0.0,COD,,,299-750,,15097.0,,Odisha,2.2,2.0,6.714285714285714,13.142857142857142,31,,,,2.191919191919192,4.018518518518518,10.333333333333334,9.6875,10.333333333333334,38.70433501683502
,MensRaincoat,0.0,COD,,,,,18962.0,,Odisha,2.0,2.5714285714285716,7.857142857142857,14.714285714285714,34,,SELF_SERVE,,2.1636363636363636,3.8387096774193545,9.52,11.333333333333334,11.333333333333334,38.699843597262955
,MensRaincoat,0.0,,,,299-750,,18826.0,,Odisha,2.4,2.857142857142857,9.428571428571429,20.571428571428573,39,,,,1.8079470198675496,3.73972602739726,10.11111111111111,11.470588235294118,11.470588235294118,38.636574506424175
,MensRaincoat,0.0,,AndroidApp,,,,20508.0,,Odisha,1.5,3.5714285714285716,9.285714285714286,19.571428571428573,37,,,,1.798611111111111,3.597222222222222,8.09375,14.8,14.8,38.631597222222226
,,,,,,,refund_expect,46253.0,,Maharashtra,7.285714285714286,6.571428571428571,16.714285714285715,5.428571428571429,47,,,,7.311111111111111,2.6532258064516125,6.207547169811321,5.672413793103449,7.311111111111111,38.567963938501435
,MensRaincoat,,COD,,,,,21494.0,,Odisha,2.0,3.142857142857143,9.0,16.142857142857142,37,,SELF_SERVE,,2.158333333333333,3.7,8.931034482758621,12.333333333333334,12.333333333333334,38.5257183908046
>700,BoyJacket,1.0,,,,,,15529.0,,,1.7142857142857142,3.857142857142857,3.5714285714285716,27.142857142857142,32,SIZE_FIT_ISSUES,,d591418b408940a0,1.1370558375634519,7.0,6.588235294117647,11.789473684210526,11.789473684210526,38.51446621929563
>700,BoyJacket,1.0,,,,,,15529.0,,,1.7142857142857142,3.857142857142857,3.5714285714285716,27.142857142857142,32,SIZE_FIT_ISSUES,,,1.1370558375634519,7.0,6.588235294117647,11.789473684210526,11.789473684210526,38.51446621929563
>700,BoyJacket,,,,,,,15529.0,,,1.7142857142857142,3.857142857142857,3.5714285714285716,27.142857142857142,32,SIZE_FIT_ISSUES,,d591418b408940a0,1.1370558375634519,7.0,6.588235294117647,11.789473684210526,11.789473684210526,38.51446621929563
,MensRaincoat,,COD,AndroidApp,,,,18011.0,,Odisha,1.5,2.4285714285714284,7.714285714285714,13.571428571428571,31,,,,2.127450980392157,3.5573770491803276,9.041666666666668,12.4,12.4,38.39588154934105
,BoyJacket,1.0,,,,,,19490.0,,,2.7142857142857144,5.0,4.857142857142857,32.714285714285715,41,SIZE_FIT_ISSUES,,d591418b408940a0,1.216101694915254,7.000000000000001,6.833333333333333,11.038461538461538,11.038461538461538,38.32871577574968
,BoyJacket,,,,,,,19490.0,,,2.7142857142857144,5.0,4.857142857142857,32.714285714285715,41,SIZE_FIT_ISSUES,,d591418b408940a0,1.216101694915254,7.000000000000001,6.833333333333333,11.038461538461538,11.038461538461538,38.32871577574968
,BoyJacket,1.0,,,,,,19490.0,,,2.7142857142857144,5.0,4.857142857142857,32.714285714285715,41,SIZE_FIT_ISSUES,,,1.216101694915254,7.000000000000001,6.833333333333333,11.038461538461538,11.038461538461538,38.32871577574968
,MensRaincoat,0.0,,,,299-750,,19321.0,,,1.3333333333333333,5.714285714285714,25.571428571428573,35.142857142857146,48,,SELF_SERVE,6n09xze479qe72te,1.3280632411067192,1.8064516129032258,7.148936170212766,20.571428571428573,20.571428571428573,38.22789415532097
,MensRaincoat,,,,,299-750,,19321.0,,,1.3333333333333333,5.714285714285714,25.571428571428573,35.142857142857146,48,,SELF_SERVE,6n09xze479qe72te,1.3280632411067192,1.8064516129032258,7.148936170212766,20.571428571428573,20.571428571428573,38.22789415532097
,MensRaincoat,,,,,299-750,wait_refund,17951.0,,Odisha,2.4,2.5714285714285716,9.285714285714286,19.285714285714285,37,,,,1.823943661971831,3.597222222222222,10.36,10.882352941176471,10.882352941176471,38.176656540550496
,MensRaincoat,,COD,,,,wait_refund,19184.0,,Odisha,1.8333333333333333,2.7142857142857144,8.428571428571429,15.428571428571429,34,,SELF_SERVE,,2.069565217391304,3.606060606060606,9.153846153846153,12.000000000000002,12.000000000000002,38.1168034863687
,MensRaincoat,0.0,COD,,,,wait_refund,17082.0,,Odisha,1.8333333333333333,2.4285714285714284,7.571428571428571,14.285714285714286,32,,,,2.0934579439252334,3.7333333333333334,9.333333333333334,11.294117647058824,11.294117647058824,37.99442917353858
,MensRaincoat,,,,,299-750,wait_refund,17521.0,,Odisha,2.4,2.4285714285714284,9.142857142857142,18.857142857142858,36,,SELF_SERVE,,1.8129496402877698,3.5492957746478875,10.5,10.588235294117647,10.588235294117647,37.969200944132844
,MensRaincoat,,,,,299-750,wait_refund,17506.0,,,1.3333333333333333,4.714285714285714,21.857142857142858,28.714285714285715,44,,SELF_SERVE,6n09xze479qe72te,1.4807692307692306,1.925,7.7,18.85714285714286,18.85714285714286,37.95906593406594
,MensRaincoat,,,,,299-750,,19492.0,,Odisha,2.6,3.0,10.0,21.142857142857142,40,,,,1.8064516129032258,3.6363636363636362,10.0,11.11111111111111,11.11111111111111,37.899967416096445
,,,COD,,,,,12454.0,,,1.0,5.2,7.0,15.0,33,,,55a44c3f0fdf48e5,2.0625,4.125,5.32258064516129,16.5,16.5,37.890120967741936
,,0.0,COD,,,,,12454.0,,,1.0,5.2,7.0,15.0,33,,,55a44c3f0fdf48e5,2.0625,4.125,5.32258064516129,16.5,16.5,37.890120967741936
,,0.0,,,,,wait_refund,13633.0,,,1.0,5.4,7.428571428571429,16.714285714285715,34,,,55a44c3f0fdf48e5,1.9193548387096773,4.033898305084746,5.3125,17.0,17.0,37.83493370694369
,,,,,,,wait_refund,13633.0,,,1.0,5.4,7.428571428571429,16.714285714285715,34,,,55a44c3f0fdf48e5,1.9193548387096773,4.033898305084746,5.3125,17.0,17.0,37.83493370694369
,BoyJacket,1.0,,,,,,18891.0,,,2.7142857142857144,5.0,4.714285714285714,32.142857142857146,40,SIZE_FIT_ISSUES,SELF_SERVE,,1.206896551724138,7.0,6.666666666666667,10.769230769230768,10.769230769230768,37.786472148541115
,BoyJacket,,,,,,,18891.0,,,2.7142857142857144,5.0,4.714285714285714,32.142857142857146,40,SIZE_FIT_ISSUES,SELF_SERVE,d591418b408940a0,1.206896551724138,7.0,6.666666666666667,10.769230769230768,10.769230769230768,37.786472148541115
,BoyJacket,1.0,,,,,,18891.0,,,2.7142857142857144,5.0,4.714285714285714,32.142857142857146,40,SIZE_FIT_ISSUES,SELF_SERVE,d591418b408940a0,1.206896551724138,7.0,6.666666666666667,10.769230769230768,10.769230769230768,37.786472148541115
,,0.0,,,,,,13515.0,,,1.0,5.4,7.428571428571429,17.428571428571427,34,,SELF_SERVE,55a44c3f0fdf48e5,1.8449612403100777,4.033898305084746,5.3125,17.0,17.0,37.648949710944684
,,,,,,,,13515.0,,,1.0,5.4,7.428571428571429,17.428571428571427,34,,SELF_SERVE,55a44c3f0fdf48e5,1.8449612403100777,4.033898305084746,5.3125,17.0,17.0,37.648949710944684
,MensRaincoat,0.0,,,,299-750,,17970.0,,Odisha,2.4,2.7142857142857144,9.142857142857142,19.428571428571427,37,,SELF_SERVE,,1.8111888111888113,3.647887323943662,9.961538461538462,10.882352941176471,10.882352941176471,37.64840730934352
>700,MensRaincoat,,,,,,,19049.0,,Odisha,1.2,3.0,7.571428571428571,15.571428571428571,31,,SELF_SERVE,,1.870689655172414,3.6166666666666667,7.75,14.09090909090909,14.09090909090909,37.62596656217346
,MensRaincoat,,COD,,,,wait_refund,19614.0,,Odisha,1.8333333333333333,3.142857142857143,8.571428571428571,15.714285714285714,35,,,,2.0940170940170937,3.656716417910448,8.448275862068966,12.352941176470589,12.352941176470589,37.57383054043767
,MensRaincoat,,,AndroidApp,,299-750,,16029.0,,Odisha,1.8,2.2857142857142856,8.142857142857142,16.714285714285715,32,,SELF_SERVE,,1.8064516129032258,3.5,9.73913043478261,11.428571428571429,11.428571428571429,37.55339611300341
,MensRaincoat,,,AndroidApp,,299-750,wait_refund,15344.0,,Odisha,1.8,2.142857142857143,7.714285714285714,16.0,31,,,,1.8235294117647058,3.5573770491803276,9.863636363636363,11.071428571428573,11.071428571428573,37.54046074465553
>700,,,COD,,,,wait_refund,20595.0,180001.0,,8.285714285714286,7.428571428571429,4.0,5.5,35,,SELF_SERVE,,5.384615384615385,7.0,4.1525423728813555,3.7692307692307687,7.0,37.45958279009126
,MensRaincoat,,,,,,wait_refund,18224.0,,,1.5,5.0,23.571428571428573,29.428571428571427,46,,,6n09xze479qe72te,1.511737089201878,1.872093023255814,7.666666666666667,18.4,18.4,37.423528769516324
,MensRaincoat,0.0,,,,,wait_refund,18224.0,,,1.5,5.0,23.571428571428573,29.428571428571427,46,,,6n09xze479qe72te,1.511737089201878,1.872093023255814,7.666666666666667,18.4,18.4,37.423528769516324
>700,BoyJacket,,,,,,,14930.0,,,1.7142857142857142,3.857142857142857,3.5714285714285716,26.857142857142858,31,SIZE_FIT_ISSUES,SELF_SERVE,d591418b408940a0,1.1128205128205129,6.78125,6.38235294117647,11.421052631578947,11.421052631578947,37.33913332539493
>700,BoyJacket,1.0,,,,,,14930.0,,,1.7142857142857142,3.857142857142857,3.5714285714285716,26.857142857142858,31,SIZE_FIT_ISSUES,SELF_SERVE,,1.1128205128205129,6.78125,6.38235294117647,11.421052631578947,11.421052631578947,37.33913332539493
,MensRaincoat,,,,,,,20451.0,,,1.5,6.714285714285714,27.857142857142858,36.57142857142857,51,,,6n09xze479qe72te,1.3574144486692017,1.7673267326732673,6.611111111111111,20.4,20.4,37.2448562536862
,MensRaincoat,0.0,,,,,,20451.0,,,1.5,6.714285714285714,27.857142857142858,36.57142857142857,51,,,6n09xze479qe72te,1.3574144486692017,1.7673267326732673,6.611111111111111,20.4,20.4,37.2448562536862
,,0.0,,AndroidApp,,0-299,wait_refund,8656.0,,,2.4,4.166666666666667,4.0,22.0,34,,,85566f0f34304762,1.4782608695652173,6.8,6.580645161290322,10.0,10.0,37.16661991584853
,,,,AndroidApp,,0-299,wait_refund,8656.0,,,2.4,4.166666666666667,4.0,22.0,34,,,85566f0f34304762,1.4782608695652173,6.8,6.580645161290322,10.0,10.0,37.16661991584853
,MensRaincoat,0.0,,AndroidApp,,,,19652.0,,Odisha,1.5,3.4285714285714284,9.142857142857142,19.142857142857142,35,,SELF_SERVE,,1.7375886524822695,3.450704225352113,7.903225806451612,14.0,14.0,37.10021879158732
,MensRaincoat,,COD,,,299-750,wait_refund,13466.0,,,1.0,3.6666666666666665,13.714285714285714,17.714285714285715,34,,,6n09xze479qe72te,1.816793893129771,2.3106796116504857,7.2857142857142865,17.0,17.0,37.09191538469683
,MensRaincoat,,COD,,,299-750,,14426.0,,,1.0,4.0,15.857142857142858,22.0,36,,SELF_SERVE,6n09xze479qe72te,1.565217391304348,2.135593220338983,7.2,18.0,18.0,36.98422991893884
,MensRaincoat,,,,,299-750,,18636.0,,Odisha,2.6,2.857142857142857,9.714285714285714,20.0,38,,SELF_SERVE,,1.8095238095238095,3.546666666666667,9.851851851851851,10.555555555555555,10.555555555555555,36.95047619047619
,,0.0,COD,,,,wait_refund,11758.0,,,1.0,4.8,6.714285714285714,13.714285714285714,31,,,55a44c3f0fdf48e5,2.1067961165048543,4.018518518518518,5.344827586206897,15.5,15.5,36.82126870760952
,,,COD,,,,wait_refund,11758.0,,,1.0,4.8,6.714285714285714,13.714285714285714,31,,,55a44c3f0fdf48e5,2.1067961165048543,4.018518518518518,5.344827586206897,15.5,15.5,36.82126870760952
,MenWristWatch,0.0,,,,0-299,,4606.0,,,1.8,2.0,9.714285714285714,34.285714285714285,33,,,434830fa944743fb,0.9352226720647774,3.08,11.0,11.785714285714286,11.785714285714286,36.78377096587623
,MenWristWatch,,,,,0-299,,4606.0,,,1.8,2.0,9.714285714285714,34.285714285714285,33,,,434830fa944743fb,0.9352226720647774,3.08,11.0,11.785714285714286,11.785714285714286,36.78377096587623
,,0.0,,AndroidApp,,,wait_refund,8656.0,,,2.4,4.142857142857143,4.166666666666667,22.142857142857142,34,,,85566f0f34304762,1.4691358024691359,6.580645161290322,6.611111111111111,10.0,10.0,36.75079649542015
,,,,AndroidApp,,,wait_refund,8656.0,,,2.4,4.142857142857143,4.166666666666667,22.142857142857142,34,,,85566f0f34304762,1.4691358024691359,6.580645161290322,6.611111111111111,10.0,10.0,36.75079649542015
,MensRaincoat,,COD,,,,wait_refund,13466.0,,,1.0,3.6666666666666665,14.857142857142858,17.857142857142858,34,,,6n09xze479qe72te,1.803030303030303,2.144144144144144,7.2857142857142865,17.0,17.0,36.72443547443548
,MensRaincoat,0.0,COD,,,,wait_refund,13466.0,,,1.0,3.6666666666666665,14.857142857142858,17.857142857142858,34,,,6n09xze479qe72te,1.803030303030303,2.144144144144144,7.2857142857142865,17.0,17.0,36.72443547443548
,MensRaincoat,,COD,,,,,14426.0,,,1.0,4.0,17.0,22.142857142857142,36,,SELF_SERVE,6n09xze479qe72te,1.5555555555555556,2.0,7.2,18.0,18.0,36.68888888888889
,MensRaincoat,0.0,COD,,,,,14426.0,,,1.0,4.0,17.0,22.142857142857142,36,,SELF_SERVE,6n09xze479qe72te,1.5555555555555556,2.0,7.2,18.0,18.0,36.68888888888889
,MensRaincoat,,,,,,,29240.0,,Odisha,2.3333333333333335,5.857142857142857,13.571428571428571,26.571428571428573,49,,SELF_SERVE,,1.77720207253886,3.3627450980392157,7.145833333333334,14.7,14.7,36.58724537742558
,,0.0,COD,,,,,11640.0,,,1.0,4.8,6.714285714285714,14.428571428571429,31,,SELF_SERVE,55a44c3f0fdf48e5,2.009259259259259,4.018518518518518,5.344827586206897,15.5,15.5,36.577426564495525
,,,COD,,,,,11640.0,,,1.0,4.8,6.714285714285714,14.428571428571429,31,,SELF_SERVE,55a44c3f0fdf48e5,2.009259259259259,4.018518518518518,5.344827586206897,15.5,15.5,36.577426564495525
,,,,AndroidApp,,0-299,wait_refund,8408.0,,,2.4,4.0,4.0,21.714285714285715,33,,SELF_SERVE,85566f0f34304762,1.4528301886792452,6.6,6.6,9.705882352941178,9.705882352941178,36.437957824639284
,MensRaincoat,,,,,,wait_refund,26930.0,,Odisha,2.1666666666666665,5.428571428571429,12.857142857142858,25.142857142857142,46,,SELF_SERVE,,1.7595628415300546,3.319587628865979,7.155555555555555,14.526315789473685,14.526315789473685,36.297731484364114
,,0.0,,,,,wait_refund,12819.0,,,1.0,5.2,7.142857142857143,16.142857142857142,32,,SELF_SERVE,55a44c3f0fdf48e5,1.8666666666666667,3.929824561403509,5.161290322580645,16.0,16.0,36.26825127334465
,,,,,,,wait_refund,12819.0,,,1.0,5.2,7.142857142857143,16.142857142857142,32,,SELF_SERVE,55a44c3f0fdf48e5,1.8666666666666667,3.929824561403509,5.161290322580645,16.0,16.0,36.26825127334465
,MensRaincoat,,,,,,,30096.0,,Odisha,2.5,6.285714285714286,14.142857142857142,27.857142857142858,51,,,,1.7673267326732673,3.367924528301887,7.0,14.571428571428571,14.571428571428571,36.225594459715516
,MensRaincoat,0.0,COD,,,299-750,,14759.0,,,1.0,4.714285714285714,17.0,22.714285714285715,37,,,6n09xze479qe72te,1.5602409638554215,2.0555555555555554,6.475,18.5,18.5,36.224213520749664
,MensRaincoat,,COD,,,299-750,,14759.0,,,1.0,4.714285714285714,17.0,22.714285714285715,37,,,6n09xze479qe72te,1.5602409638554215,2.0555555555555554,6.475,18.5,18.5,36.224213520749664
>700,MensRaincoat,,,,,,,19479.0,,Odisha,1.4,3.2857142857142856,8.0,16.571428571428573,32,,,,1.8211382113821137,3.5555555555555554,7.466666666666667,13.333333333333334,13.333333333333334,36.19728997289973
,,,,AndroidApp,,0-299,,9179.0,,,2.5,4.5,4.833333333333333,24.0,36,,,85566f0f34304762,1.44,6.171428571428572,6.545454545454546,10.285714285714286,10.285714285714286,36.04675324675325
,,0.0,,AndroidApp,,0-299,,9179.0,,,2.5,4.5,4.833333333333333,24.0,36,,,85566f0f34304762,1.44,6.171428571428572,6.545454545454546,10.285714285714286,10.285714285714286,36.04675324675325
<30,Handset,,,,NEFT,,,145991.0,,Rajasthan,0.0,1.0,1.0,1.0,9,DAMAGED_PRODUCT,,,4.5,4.5,4.5,9.0,9.0,36.0
,,,,AndroidApp,,,wait_refund,8408.0,,,2.4,4.0,4.166666666666667,21.857142857142858,33,,SELF_SERVE,85566f0f34304762,1.4437499999999999,6.387096774193548,6.6,9.705882352941178,9.705882352941178,35.98945090132827
,,0.0,,AndroidApp,,,wait_refund,8408.0,,,2.4,4.0,4.166666666666667,21.857142857142858,33,,SELF_SERVE,85566f0f34304762,1.4437499999999999,6.387096774193548,6.6,9.705882352941178,9.705882352941178,35.98945090132827
,MensRaincoat,,COD,,,,,14759.0,,,1.0,4.714285714285714,18.142857142857142,22.857142857142858,37,,,6n09xze479qe72te,1.5508982035928143,1.9328358208955225,6.475,18.5,18.5,35.95541715077308
,MensRaincoat,0.0,COD,,,,,14759.0,,,1.0,4.714285714285714,18.142857142857142,22.857142857142858,37,,,6n09xze479qe72te,1.5508982035928143,1.9328358208955225,6.475,18.5,18.5,35.95541715077308
,MensRaincoat,,COD,,,,wait_refund,13133.0,,,1.0,3.6666666666666665,14.285714285714286,17.571428571428573,33,,SELF_SERVE,6n09xze479qe72te,1.7769230769230768,2.158878504672897,7.071428571428572,16.5,16.5,35.867207558796345
>700,,,,,,,refund_expect,30859.0,,Maharashtra,4.571428571428571,5.0,13.142857142857142,4.166666666666667,34,,,,6.580645161290322,2.404040404040404,5.666666666666667,6.102564102564103,6.580645161290322,35.86225781387071
>700,,,,,NEFT,,wait_refund,19416.0,180001.0,,7.857142857142857,6.714285714285714,3.5714285714285716,6.333333333333333,33,,SELF_SERVE,,4.5,7.21875,4.277777777777778,3.725806451612903,7.21875,35.82997311827957
,BoyJacket,,,,,,,22996.0,,,3.857142857142857,6.142857142857143,6.857142857142857,40.57142857142857,49,,,d591418b408940a0,1.1786941580756014,6.236363636363636,6.859999999999999,10.088235294117647,10.088235294117647,35.79769796203392
,BoyJacket,1.0,,,,,,22996.0,,,3.857142857142857,6.142857142857143,6.857142857142857,40.57142857142857,49,,,d591418b408940a0,1.1786941580756014,6.236363636363636,6.859999999999999,10.088235294117647,10.088235294117647,35.79769796203392
,BoyJacket,1.0,,,,,,22996.0,,,3.857142857142857,6.142857142857143,6.857142857142857,40.57142857142857,49,,,,1.1786941580756014,6.236363636363636,6.859999999999999,10.088235294117647,10.088235294117647,35.79769796203392
>700,,,,,,299-750,,14826.0,180001.0,,8.428571428571429,7.857142857142857,3.5714285714285716,4.666666666666667,31,,,,5.470588235294118,6.78125,3.5,3.2878787878787876,6.78125,35.77684937611408
,MensRaincoat,0.0,,AndroidApp,,,wait_refund,17772.0,,Odisha,1.5,3.2857142857142856,8.857142857142858,18.285714285714285,33,,,,1.7111111111111112,3.3478260869565215,7.7,13.2,13.2,35.72342995169082
>700,,,COD,,,,wait_refund,18064.0,180001.0,Jammu & Kashmir,6.857142857142857,6.428571428571429,3.5714285714285716,5.5,31,,,,4.769230769230769,6.78125,4.173076923076923,3.9454545454545458,6.78125,35.69064685314685
,,0.0,,AndroidApp,,,,9179.0,,,2.5,4.571428571428571,5.0,24.142857142857142,36,,,85566f0f34304762,1.4318181818181819,6.0,6.461538461538462,10.285714285714286,10.285714285714286,35.55756743256743
,,,,AndroidApp,,,,9179.0,,,2.5,4.571428571428571,5.0,24.142857142857142,36,,,85566f0f34304762,1.4318181818181819,6.0,6.461538461538462,10.285714285714286,10.285714285714286,35.55756743256743
,,,,AndroidApp,,299-750,wait_refund,19068.0,180001.0,Jammu & Kashmir,7.285714285714286,9.571428571428571,4.428571428571429,7.25,38,,,,4.606060606060606,7.0,3.5945945945945947,4.586206896551725,7.0,35.49325030359513
,MensRaincoat,,,,,,wait_refund,27360.0,,Odisha,2.3333333333333335,5.857142857142857,13.142857142857142,25.571428571428573,47,,,,1.7688172043010753,3.3232323232323235,6.854166666666667,14.1,14.1,35.44975765721733
>700,,,COD,,,,wait_refund,31594.0,180001.0,,9.0,8.428571428571429,4.428571428571429,6.0,36,,,,5.142857142857143,6.63157894736842,3.818181818181818,3.6,6.63157894736842,35.447573479152425
,MensRaincoat,,,AndroidApp,,,,24027.0,,Odisha,1.8333333333333333,5.142857142857143,11.571428571428571,22.142857142857142,41,,,,1.771604938271605,3.2613636363636362,6.674418604651162,14.47058823529412,14.47058823529412,35.43395576067715
>700,,,COD,,NEFT,,,19416.0,180001.0,,7.857142857142857,6.714285714285714,3.7142857142857144,6.333333333333333,33,,SELF_SERVE,,4.5,7.0,4.277777777777778,3.725806451612903,7.0,35.39247311827957
>700,,,,,NEFT,,,19416.0,180001.0,,7.857142857142857,6.714285714285714,3.7142857142857144,6.333333333333333,33,,SELF_SERVE,,4.5,7.0,4.277777777777778,3.725806451612903,7.0,35.39247311827957
>700,BoyJacket,1.0,,,,,,17451.0,,,2.5714285714285716,5.0,5.142857142857143,33.142857142857146,38,,,,1.112970711297071,6.186046511627906,6.333333333333333,10.639999999999999,10.639999999999999,35.29451980149849
>700,BoyJacket,1.0,,,,,,17451.0,,,2.5714285714285716,5.0,5.142857142857143,33.142857142857146,38,,,d591418b408940a0,1.112970711297071,6.186046511627906,6.333333333333333,10.639999999999999,10.639999999999999,35.29451980149849
